genus,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,total,superkingdom,kingdom,phylum,class,order,family,tax
Methanomethylophilus,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,0,0,0,43,Archaea,Archaea_none,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Archaea;Archaea_none;Candidatus Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanomethylophilus
Idiomarina,0,0,0,0,0,0,0,16,115,0,42,0,0,0,14,0,0,0,0,0,0,0,0,138,325,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
Moritella,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella
Pseudoalteromonas,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,37,0,116,0,200,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
Shewanella,0,1237,0,0,0,0,254,21277,30,27,59,0,0,0,0,0,0,98,0,0,0,0,61,386,23429,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Ignatzschineria,0,0,0,0,0,0,0,0,0,38,91,0,0,0,0,0,0,0,31,0,16,0,0,0,176,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ignatzschineriaceae;Ignatzschineria
Wohlfahrtiimonas,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,23,14,0,0,0,14,1136,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ignatzschineriaceae;Wohlfahrtiimonas
Cellvibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio
Saccharophagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus
Teredinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter
Candidatus Paraluminiphilus,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Candidatus Paraluminiphilus
Microbulbifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer
Spongiibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter
Rheinheimera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera
Thiorhodovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio
Guyparkeria,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae;Guyparkeria
Wenzhouxiangella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella
Atlantibacter,0,0,34,0,37,0,127,16,0,0,12,0,0,0,0,0,0,23,0,0,0,0,0,13,262,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter
Buttiauxella,0,0,0,0,25,0,184,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,274,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella
Cedecea,0,0,93,0,52,0,370,66,14,0,58,0,16,0,0,0,0,61,0,0,0,0,0,48,778,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cedecea
Citrobacter,1129,2334,1191,0,8828,407,8143,4543,477,0,702,0,632,0,0,0,0,16411,0,0,130,0,146,1227,46300,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Cronobacter,0,0,85,0,0,0,307,85,0,0,45,0,20,0,0,0,0,41,0,0,0,0,0,124,707,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter
Enterobacter,238,260,733,0,436,0,6099,2178,185,0,539,0,206,0,0,0,0,2160,26,0,0,0,189,783,14032,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
Escherichia,2932,1092,59373,409,35041,433,216919,50339,8950,425,40053,0,19564,0,1862,0,0,38075,862,907,847,1511,3090,66651,549335,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
Franconibacter,0,0,14,0,0,0,58,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,13,104,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Franconibacter
Jejubacter,0,0,17,0,10,0,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,108,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Jejubacter
Klebsiella,3782,2615,1191,0,833,92,15750,55338,1274,0,1543,0,615,0,74,0,0,9229,129,0,238,259,1059,2743,96764,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Kluyvera,0,44,84,0,38,0,332,85,0,0,54,0,41,0,0,0,0,72,0,0,0,0,20,66,836,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera
Kosakonia,0,0,229,0,77,0,706,186,0,0,74,0,25,0,0,0,0,99,0,0,0,0,0,110,1506,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia
Leclercia,0,0,143,0,46,0,1108,6042,0,0,51,0,22,0,0,0,0,92,0,0,0,0,0,77,7581,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
Lelliottia,0,45,50,0,43,0,172,15,0,0,11,0,0,0,0,0,0,28,0,0,0,0,0,53,417,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia
Phytobacter,0,0,0,0,0,0,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,96,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Phytobacter
Plesiomonas,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Plesiomonas
Pluralibacter,0,0,56,0,16,0,144,29,0,0,27,0,0,0,0,0,0,20,0,0,0,0,0,29,321,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter
Pseudescherichia,0,0,22,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudescherichia
Pseudocitrobacter,0,0,39,0,20,0,107,37,0,0,20,0,0,0,0,0,0,25,0,0,0,0,0,12,260,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter
Raoultella,39,30,0,0,29,0,1437,18851,16,0,23,0,0,0,0,0,0,271,0,0,45,0,17,0,20758,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella
Salmonella,66,107,611,0,410,0,3604,686,1787,0,3598,0,534,0,48,0,0,729,0,0,825,161,1748,3672,18586,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella
Scandinavium,0,0,31,0,13,0,69,11,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,14,161,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Scandinavium
Shigella,86,73,3718,0,1891,0,10512,2834,830,0,1808,0,856,0,94,0,0,2037,0,34,0,66,0,2975,27814,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella
Shimwellia,0,0,15,0,10,0,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,106,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia
Siccibacter,0,0,16,0,0,0,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,96,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Siccibacter
Superficieibacter,0,0,23,0,21,0,89,18,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,24,199,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Superficieibacter
Symbiopectobacterium,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Symbiopectobacterium
Trabulsiella,0,0,31,0,24,0,114,31,0,0,23,0,0,0,0,0,0,33,0,0,0,0,0,28,284,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Trabulsiella
Yokenella,0,0,14,0,0,0,47,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,13,98,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yokenella
Buchnera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera
Erwinia,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia
Edwardsiella,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella
Hafnia,0,0,0,0,17,0,0,0,23,0,14,0,0,0,0,0,0,0,0,0,0,0,21,0,75,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia
Arsenophonus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus
Moellerella,0,0,0,0,10,0,54,14,14,0,16,0,0,0,0,0,0,23,0,0,0,0,0,0,131,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Moellerella
Morganella,2208,848,884,0,3153,220,12003,965,772,0,276,0,402,0,0,0,0,27635,35,73,0,0,65,1587,51126,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella
Photorhabdus,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus
Proteus,195,1936,304,0,3534,0,41699,3921,1034,0,423,0,1304,0,0,0,0,13600,0,0,94,19,115,2395,70573,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus
Providencia,0,2154,11,0,1261,0,6327,1903,1233,0,227,0,108,0,0,0,0,2647,0,0,0,0,0,1277,17148,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
Pectobacterium,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Rahnella,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella
Serratia,0,34,0,0,0,0,261,1449,0,0,0,0,0,0,0,0,0,28,52,0,0,0,1092,153,3069,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Yersinia,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia
Luteimonas,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas
Stenotrophomonas,39,493,0,44,0,0,16,0,114,0,0,0,0,0,0,0,0,29,180,0,0,0,62,0,977,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas
Xanthomonas,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
Methylomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
Methylovulum,0,0,0,0,0,0,0,0,54,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,106,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum
Acinetobacter,0,4543,143,157,136,21,1558,52286,1418,31,848,0,394,0,169,0,0,231,50,0,159,0,546,113,62803,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Psychrobacter,0,127,0,0,0,0,0,1546,0,540,230,0,0,0,0,0,0,0,20,0,74,0,143,22,2702,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter
Flagellatimonas,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Flagellatimonas
Alcanivorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax
Endozoicomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas
Hahella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella
Halomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,35,126,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Amphritea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Amphritea
Bermanella,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,12,18,61,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bermanella
Marinobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium
Marinomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
Neptunomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas
Nitrincola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Nitrincola
Venatoribacter,0,0,0,0,0,0,0,11,84,0,15,0,0,0,0,0,0,0,0,0,0,0,25,57,192,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Venatoribacter
Oleiphilus,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus
